location_id,draw,value
165,draw_0,9.566317537816562e-07
165,draw_1,0.14618401788130758
165,draw_10,0.10850144288070518
165,draw_100,0.10029383675827999
165,draw_101,0.1469871429154853
165,draw_102,0.12307701255785158
165,draw_103,0.09739773750143338
165,draw_104,0.15505656080111668
165,draw_105,0.2754041300615631
165,draw_106,0.20083767085776333
165,draw_107,0.0855822233548933
165,draw_108,0.15362987483065535
165,draw_109,0.0828323889494849
165,draw_11,0.16021784170674747
165,draw_110,0.12645806099604906
165,draw_111,0.08302970806070081
165,draw_112,0.04128785873931156
165,draw_113,0.24084287620618341
165,draw_114,0.025873596030409073
165,draw_115,0.16728298912833575
165,draw_116,0.16205575139161826
165,draw_117,0.14336973332290223
165,draw_118,0.11061603767666763
165,draw_119,0.09835249320142372
165,draw_12,0.05082743390143714
165,draw_120,0.16157323782235383
165,draw_121,5.89763067375596e-05
165,draw_122,0.212433506616647
165,draw_123,0.0287652146456226
165,draw_124,0.2321282377647086
165,draw_125,0.1456600421386217
165,draw_126,0.02662823542300392
165,draw_127,0.14481408046678904
165,draw_128,0.11986141670228959
165,draw_129,0.28072515078361077
165,draw_13,0.09738775415832587
165,draw_130,0.06528677195409308
165,draw_131,0.2213262886796365
165,draw_132,0.12548698622584692
165,draw_133,0.12742556742642247
165,draw_134,0.22023883774666575
165,draw_135,0.12236077649062413
165,draw_136,0.1442864898316861
165,draw_137,0.08976038535324028
165,draw_138,0.1559439536075168
165,draw_139,0.1937958558473819
165,draw_14,0.017019476849192083
165,draw_140,0.05050079111979912
165,draw_141,0.16637573211623286
165,draw_142,0.0999139080617768
165,draw_143,0.1533004490239346
165,draw_144,0.05540549055763632
165,draw_145,0.12120476685509983
165,draw_146,0.12241471636186627
165,draw_147,0.08151126397977641
165,draw_148,0.12355886226149693
165,draw_149,0.08157272536236751
165,draw_15,0.12782955480343694
165,draw_150,0.06796665458094882
165,draw_151,0.06073245479523894
165,draw_152,0.023121132941719826
165,draw_153,0.08167256447545897
165,draw_154,0.19756957086569124
165,draw_155,0.05278391836426902
165,draw_156,0.10953045194861424
165,draw_157,0.2119520705181166
165,draw_158,0.13012078979248914
165,draw_159,0.18054988443770348
165,draw_16,0.3107200485899694
165,draw_160,0.003965510799330692
165,draw_161,0.029126306971527807
165,draw_162,0.10688171348934897
165,draw_163,0.13506588910974454
165,draw_164,0.10745894674851539
165,draw_165,0.0003191159180646424
165,draw_166,0.20208805986977596
165,draw_167,0.11872175097766799
165,draw_168,0.02827166897817416
165,draw_169,0.11991095321464956
165,draw_17,0.13948865320943613
165,draw_170,0.14957403827359408
165,draw_171,0.30888630836751996
165,draw_172,0.25960194068788656
165,draw_173,0.14480153028711346
165,draw_174,0.17368053112023588
165,draw_175,0.14542196562034615
165,draw_176,0.030587755172059413
165,draw_177,0.18028727546422665
165,draw_178,0.004696114220889041
165,draw_179,0.11438546449510918
165,draw_18,0.09871020776543604
165,draw_180,0.10529000829862113
165,draw_181,0.18057259696476466
165,draw_182,0.06680693208759804
165,draw_183,0.012449688774568597
165,draw_184,0.09149986264940142
165,draw_185,0.1466498452253832
165,draw_186,0.1982882899342325
165,draw_187,0.13472081999698055
165,draw_188,0.08266887540597681
165,draw_189,0.13296671516423716
165,draw_19,0.196409852634609
165,draw_190,0.2525641235912404
165,draw_191,0.11706328860551031
165,draw_192,0.03700179956414183
165,draw_193,0.12471609898053602
165,draw_194,0.09603524777766516
165,draw_195,0.17281227035638505
165,draw_196,0.029886556399163326
165,draw_197,0.1565924617513181
165,draw_198,0.11844672446384878
165,draw_199,0.23955959918661007
165,draw_2,0.0841543277152823
165,draw_20,0.051785550930634285
165,draw_200,0.10045001579614196
165,draw_201,0.09935966373476814
165,draw_202,0.1108685034967725
165,draw_203,0.0958573017580236
165,draw_204,0.1661247757629017
165,draw_205,0.09397331350040286
165,draw_206,0.02888324291688082
165,draw_207,0.0941206801389261
165,draw_208,0.05922522430812251
165,draw_209,0.1125107700684507
165,draw_21,0.037846373504913024
165,draw_210,0.12737873145707768
165,draw_211,0.07459582561782055
165,draw_212,0.0678204723558041
165,draw_213,0.04761412673944658
165,draw_214,0.1570745736659047
165,draw_215,0.04853507345208798
165,draw_216,0.11519762362351503
165,draw_217,0.1652199640207292
165,draw_218,0.12226362926557201
165,draw_219,0.08896907937277106
165,draw_22,0.09045682610024307
165,draw_220,0.08744781678068982
165,draw_221,0.07746686381911284
165,draw_222,0.06753910787867563
165,draw_223,0.21791422002817987
165,draw_224,0.09373782741962525
165,draw_225,0.20599918336542314
165,draw_226,0.2015894358559293
165,draw_227,0.15343998825328836
165,draw_229,0.15147939117989934
165,draw_23,0.03110159776807469
165,draw_230,0.17406155551770217
165,draw_231,0.1273003185804608
165,draw_232,0.11930279578594014
165,draw_233,0.0225034857194147
165,draw_234,0.09640830959021612
165,draw_235,0.20904127378717163
165,draw_236,0.2931233075203441
165,draw_237,0.2830583306224089
165,draw_238,0.13236054920913382
165,draw_239,0.08728475300780499
165,draw_24,0.09740925879086304
165,draw_241,0.06240196961105579
165,draw_242,0.12848528045647736
165,draw_243,0.11919433373782361
165,draw_244,0.02383453596724047
165,draw_245,0.07009780616615567
165,draw_246,0.12781371689541876
165,draw_247,0.17172615195020002
165,draw_248,0.18441481308697727
165,draw_249,0.23974187508518863
165,draw_25,0.14142176009361276
165,draw_26,0.12386625512392181
165,draw_27,0.14306664744455155
165,draw_28,0.07618053713453057
165,draw_29,0.10062020958628054
165,draw_3,0.036985529230383056
165,draw_30,0.08497022315068543
165,draw_31,0.12261135968090767
165,draw_32,0.1645758116946032
165,draw_33,0.10810214355731651
165,draw_34,0.11773673296948471
165,draw_35,0.09519627527542662
165,draw_36,0.1453139653151743
165,draw_37,0.18122228411596192
165,draw_38,0.10866582183738446
165,draw_39,0.11184068928577913
165,draw_4,0.14111700455010748
165,draw_40,0.14842519038185326
165,draw_41,0.14573673451537517
165,draw_42,0.08092229270213593
165,draw_43,0.10917768921121514
165,draw_44,0.20635814745690403
165,draw_45,0.06644976780858218
165,draw_46,0.07451158543338283
165,draw_47,0.11717803642943979
165,draw_48,0.15649366454700786
165,draw_49,0.16681864514111203
165,draw_5,0.023506888122161364
165,draw_50,0.10275611631922509
165,draw_51,0.09596810627659082
165,draw_52,0.11456856008487092
165,draw_53,0.01966193480996565
165,draw_54,0.13377611318079313
165,draw_55,0.012267692452510186
165,draw_56,0.1559149347439383
165,draw_57,0.1946600411832609
165,draw_58,0.08592990589184261
165,draw_59,0.14198909057061385
165,draw_6,0.05448883549838718
165,draw_60,0.1251408782966239
165,draw_61,0.08075680517871418
165,draw_62,0.20937282395289394
165,draw_63,0.00010093420740467502
165,draw_64,0.09755192096195889
165,draw_65,0.24345516885580656
165,draw_66,0.10300803548150973
165,draw_67,0.1822684275859683
165,draw_68,0.17392302930036363
165,draw_69,0.20284896248694334
165,draw_7,0.17133217823126645
165,draw_70,0.13146937623772417
165,draw_71,0.1691679876051078
165,draw_72,0.053892113648526405
165,draw_73,0.02917993745914416
165,draw_74,0.22491786165768468
165,draw_75,0.07372545535532243
165,draw_76,0.11491286694187353
165,draw_77,0.10038931384853919
165,draw_78,0.2067823274691484
165,draw_79,0.13317890712912117
165,draw_8,0.10354538352114548
165,draw_80,0.11528995082086133
165,draw_81,0.12091091864145129
165,draw_82,0.09689470135950302
165,draw_83,0.03319173682923879
165,draw_84,0.07379525938969832
165,draw_85,0.12235660099323771
165,draw_86,0.05313392175328535
165,draw_87,0.11760177677445563
165,draw_88,0.19064374817462199
165,draw_89,0.0064726802141719135
165,draw_9,0.08389187615163408
165,draw_90,0.1432387621439768
165,draw_91,0.117677979657267
165,draw_92,0.10849429675564079
165,draw_93,0.13233540028441568
165,draw_94,0.23059608310005908
165,draw_95,0.16239268839676108
165,draw_96,0.13852187097945418
165,draw_97,0.13310269536294717
165,draw_98,0.11532194572603797
165,draw_99,0.1911429598388418
179,draw_0,0.49824627937888133
179,draw_1,0.18403895010984472
179,draw_10,0.39005144148268883
179,draw_100,0.39488703376871054
179,draw_101,0.03835106779820376
179,draw_102,0.30351309114260033
179,draw_103,0.5501417073372991
179,draw_104,0.19196500960696666
179,draw_105,0.09770181518603821
179,draw_106,0.30231716700557243
179,draw_107,0.34426281209927717
179,draw_108,0.2741857373242236
179,draw_109,0.39215305247212445
179,draw_11,0.1337111277200812
179,draw_110,0.13887485406937555
179,draw_111,0.08797480150380377
179,draw_112,0.3814421282424089
179,draw_113,0.038024058584036714
179,draw_114,0.257628549730271
179,draw_115,0.24954885783404143
179,draw_116,0.24568309775441596
179,draw_117,0.16889580625025277
179,draw_118,0.2568999800208152
179,draw_119,0.2916729859861076
179,draw_12,0.14470279698068797
179,draw_120,0.08792626102069273
179,draw_121,0.4634648864468515
179,draw_122,0.0749187571239549
179,draw_123,0.4430413019911211
179,draw_124,0.07474538987996644
179,draw_125,0.14685741840026184
179,draw_126,0.129531297450578
179,draw_127,0.10795902810876525
179,draw_128,0.5125012303212919
179,draw_129,0.060964619202755733
179,draw_13,0.12711400563685915
179,draw_130,0.34204452008784775
179,draw_131,0.1568953796119519
179,draw_132,0.33738154410571713
179,draw_133,0.20966929591862224
179,draw_134,0.050027552398703
179,draw_135,0.18774712294712131
179,draw_136,0.10515490271401828
179,draw_137,0.12618562528898178
179,draw_138,0.3366821802309583
179,draw_139,0.07176834753624689
179,draw_14,0.1963316059368295
179,draw_140,0.04242927570554894
179,draw_141,0.49384502337541764
179,draw_142,0.35720270011807603
179,draw_143,0.2439400554988335
179,draw_144,0.3158404950953307
179,draw_145,0.31969346602809173
179,draw_146,0.1602576655649871
179,draw_147,0.07142368074459142
179,draw_148,0.14494789412414463
179,draw_149,0.38894524064832836
179,draw_15,0.22429079819108186
179,draw_150,0.3346955478013873
179,draw_151,0.27383440197582753
179,draw_152,0.11417483937993522
179,draw_153,0.25314111859260807
179,draw_154,0.1907077239092518
179,draw_155,0.21702813714147207
179,draw_156,0.316272937901925
179,draw_157,0.25252175448954933
179,draw_158,0.24897345557621087
179,draw_159,0.08096515795247083
179,draw_16,0.08120103102866014
179,draw_160,0.42986489978009196
179,draw_161,0.30194487591354874
179,draw_162,0.36463979828420795
179,draw_163,0.12185069987846928
179,draw_164,0.2758598806241533
179,draw_165,0.32814941881968795
179,draw_166,0.10598342120474742
179,draw_167,0.22552365212249934
179,draw_168,0.3478030858437007
179,draw_169,0.11553768228262416
179,draw_17,0.09331992139579075
179,draw_170,0.2862364567362287
179,draw_171,0.04898929453448416
179,draw_172,0.1259968301570634
179,draw_173,0.09108106629988906
179,draw_174,0.055373492361072446
179,draw_175,0.15949225994001262
179,draw_176,0.1995183943440268
179,draw_177,0.24003955287775558
179,draw_178,0.4344170578074376
179,draw_179,0.2223299665060644
179,draw_18,0.4758549775034143
179,draw_180,0.5469471780078489
179,draw_181,0.14764873083227786
179,draw_182,0.5463240619834594
179,draw_183,0.2800972085174736
179,draw_184,0.2651289303244616
179,draw_185,0.352369506123587
179,draw_186,0.08476772488001835
179,draw_187,0.053814507768091234
179,draw_188,0.3460942868916365
179,draw_189,0.26797190189524894
179,draw_19,0.08459031075134171
179,draw_190,0.07527179106294063
179,draw_191,0.16779340133814488
179,draw_192,0.07839908528179144
179,draw_193,0.12761494746954333
179,draw_194,0.09607589536426321
179,draw_195,0.28055220639584133
179,draw_196,0.11112750631998493
179,draw_197,0.09089159454649574
179,draw_198,0.2635584849041035
179,draw_199,0.1672713519653668
179,draw_2,0.43083523696210707
179,draw_20,0.5816442032031991
179,draw_200,0.19730350775322958
179,draw_201,0.1072677309953083
179,draw_202,0.12432016626346007
179,draw_203,0.1369465124836819
179,draw_204,0.3767126375792879
179,draw_205,0.17588075935214273
179,draw_206,0.542550823118173
179,draw_207,0.5375048989332121
179,draw_208,0.06252074810458402
179,draw_209,0.16694855936586545
179,draw_21,0.339814235612651
179,draw_210,0.3024696006483665
179,draw_211,0.33605123429573924
179,draw_212,0.28003970560710423
179,draw_213,0.09345984426097032
179,draw_214,0.2872933432450631
179,draw_215,0.06271709316275328
179,draw_216,0.25177007025244724
179,draw_217,0.13753610009955208
179,draw_218,0.22171449875723137
179,draw_219,0.3252851962223349
179,draw_22,0.1030317905837903
179,draw_220,0.28424182221950395
179,draw_221,0.27217579352113624
179,draw_222,0.11671251718454295
179,draw_223,0.08696428561840425
179,draw_224,0.4958378855334466
179,draw_225,0.10375257558063965
179,draw_226,0.4321232976102069
179,draw_227,0.2539436042005689
179,draw_228,0.15899735259988007
179,draw_229,0.0688171120908555
179,draw_23,0.32746674894245975
179,draw_230,0.4764133752123614
179,draw_231,0.2591916483477105
179,draw_232,0.10119257575345995
179,draw_233,0.34516998146438077
179,draw_234,0.21544835894868514
179,draw_235,0.10808271450700283
179,draw_236,0.04353224217988553
179,draw_237,0.09013194946912313
179,draw_238,0.3318605926573101
179,draw_239,0.27772842723432994
179,draw_24,0.1562487249476388
179,draw_240,0.14013468834511825
179,draw_241,0.11179845159752466
179,draw_242,0.10220812030201547
179,draw_243,0.5073572456121617
179,draw_244,0.5375634976915749
179,draw_245,0.4255807132913225
179,draw_246,0.2991465595170388
179,draw_247,0.1876541864166221
179,draw_248,0.15751488637443894
179,draw_249,0.1330791694662533
179,draw_25,0.4808962137042354
179,draw_26,0.0914705812462508
179,draw_27,0.31357583285481844
179,draw_28,0.21572872013253322
179,draw_29,0.29403476406299955
179,draw_3,0.1747856120038272
179,draw_30,0.1613332059943736
179,draw_31,0.11316454177492555
179,draw_32,0.19711231775943266
179,draw_33,0.12473505121791562
179,draw_34,0.06518918300909073
179,draw_35,0.21532812128565315
179,draw_36,0.14346338912003181
179,draw_37,0.15425543906254646
179,draw_38,0.335055203898677
179,draw_39,0.2141980656965976
179,draw_4,0.14865025949067392
179,draw_40,0.22872434934170752
179,draw_41,0.23087996015063098
179,draw_42,0.252756062886604
179,draw_43,0.3371091955557235
179,draw_44,0.11334063516883418
